name	smiles	tanimoto_combo_legacy	tanimoto_combination	tanimoto_shape	tanimoto_color	overlap_volume	overlap_color	self_overlap_volume_query	self_overlap_volume_fit	self_overlap_color_query	self_overlap_color_fit
CHEMBL60307	CN(C)c1nc(Cl)nc2c1ncn2Cc1ccc([N+](=O)[O-])cc1	1.2554842	0.6277421	0.72159207	0.53389215	944.36566	25.654966	1161.2327	1091.8582	42.4613	31.24638
CHEMBL387879	O=S(=O)(Nc1ccncc1Oc1ccc(Cl)cc1Cl)C(F)(F)F	1.2554595	0.6277298	0.6510148	0.6044448	869.61383	28.293722	1161.2327	1044.1631	42.4613	32.641865
CHEMBL577832	Cc1ccc(F)cc1OCc1nc(N2CCNCC2)cc(=O)n1C	1.2554053	0.62770265	0.7897005	0.4657048	1005.6672	23.941883	1161.2327	1117.9138	42.4613	32.89058
CHEMBL35617	CC(C)Sc1nc(O)cc(Cc2cccc3ccccc23)n1	1.2553676	0.6276838	0.80313754	0.45223007	965.7929	34.450935	1161.2327	1007.0853	42.4613	68.16975
CHEMBL1081855	O=S(=O)(Nc1ccncc1Nc1ccc(Br)cc1)C(F)(F)F	1.2553079	0.62765396	0.68493915	0.57036877	874.8564	27.301876	1161.2327	990.89984	42.4613	32.707638
CHEMBL1439384	COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccc(Cl)cc2)n1	1.2551782	0.6275891	0.68414015	0.57103807	859.4223	29.915722	1161.2327	954.39764	42.4613	39.84274
CHEMBL1957851	Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1	1.255172	0.627586	0.6929723	0.5621997	944.0041	30.378414	1161.2327	1145.0251	42.4613	41.952034
CHEMBL391379	Clc1ccc(COc2ccc(Br)cc2CN2CCOCC2)cc1	1.2551581	0.62757903	0.66295606	0.592202	873.86896	34.64298	1161.2327	1030.7764	42.4613	50.680264
CHEMBL482193	CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1	1.2551148	0.6275574	0.73883003	0.5162847	1004.05646	34.87415	1161.2327	1201.8054	42.4613	59.96114
CHEMBL1171080	Cc1cc(Oc2ccc3cc(C#N)ccc3c2)nc(Nc2ccc(C#N)cc2)n1	1.2551138	0.6275569	0.73002774	0.52508605	1072.6713	39.117565	1161.2327	1380.7954	42.4613	71.15371
CHEMBL1719837	CS(=O)(=O)/C(C#N)=C/c1cccn1S(=O)(=O)c1ccc(Cl)cc1	1.255084	0.627542	0.76092	0.4941641	936.3228	29.759914	1161.2327	1005.6041	42.4613	47.52135
CHEMBL4872490	N[C@@H](COc1ccccc1C(F)(F)F)c1ccccc1	1.2550752	0.6275376	0.68443066	0.5706446	846.50653	33.12434	1161.2327	922.078	42.4613	48.710274
CHEMBL1570760	O=c1c(Cl)c(Cl)cnn1Cc1ccccc1Cl	1.2550693	0.6275346	0.6300527	0.62501657	741.93604	30.018225	1161.2327	758.2811	42.4613	35.584812
CHEMBL3912656	CCc1nc(Nc2ccc(Br)cc2)c2c3c(sc2n1)CCCC3	1.2550677	0.62753385	0.81658	0.4384877	994.5777	30.838839	1161.2327	1051.3245	42.4613	58.70753
CHEMBL5268189	O=C(O)c1ccnc(NCc2cccc(F)c2)c1	1.2550364	0.6275182	0.72541124	0.5296252	836.4151	29.88578	1161.2327	828.20447	42.4613	43.85265
CHEMBL4778755	NC(=O)c1cc2c([nH]1)-c1ccncc1O[C@H]2C1CCCCC1	1.2550045	0.62750226	0.7552007	0.49980384	949.9003	29.274422	1161.2327	1046.4795	42.4613	45.384945
CHEMBL4777501	NC(=O)c1cc2c([nH]1)-c1ccncc1O[C@H]2C1CCCCC1	1.2550045	0.62750226	0.7552007	0.49980384	949.9003	29.274422	1161.2327	1046.4795	42.4613	45.384945
CHEMBL1302137	Cc1nnc(SCc2ccc(Cl)cc2)nc1/C=C/N(C)C	1.2549992	0.6274996	0.70899993	0.5459992	864.1161	30.352959	1161.2327	921.6651	42.4613	43.483234
CHEMBL599623	COC(=O)CCc1cncn1Cc1ccc(Cl)cc1	1.2549555	0.62747777	0.72565734	0.5292981	847.92725	28.336689	1161.2327	855.18994	42.4613	39.41174
CHEMBL1468055	Cc1noc2ncnc(Sc3ccc(Br)cc3)c12	1.254941	0.6274705	0.7201377	0.53480333	832.1304	28.275105	1161.2327	826.4133	42.4613	38.683907
CHEMBL3314335	Nc1cccc(OCc2ccc(I)cc2)c1	1.2549136	0.6274568	0.7152024	0.53971124	781.9391	29.45552	1161.2327	714.0181	42.4613	41.570663
CHEMBL1088175	Cn1cc(-c2cnc(N)c(OCc3ccccc3Cl)n2)cn1	1.2548931	0.62744653	0.6857483	0.56914485	894.10583	29.998526	1161.2327	1036.7129	42.4613	40.245296
CHEMBL223655	CCS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1	1.2548863	0.62744313	0.7054098	0.54947644	845.8918	28.484835	1161.2327	883.80865	42.4613	37.86349
CHEMBL4215537	Cn1ncc2c(NC3(c4ccc(C(F)(F)F)cc4)CC3)nc(C3CC3)nc21	1.2548858	0.6274429	0.7481155	0.5067703	1052.0709	32.40213	1161.2327	1297.133	42.4613	53.87932
CHEMBL1475400	Oc1cc(OCc2ccccc2)ccn1	1.2548391	0.62741953	0.69433844	0.5605006	759.21674	29.060993	1161.2327	691.42316	42.4613	38.447975
CHEMBL4745322	OCc1ccc(CSc2ncnc3[nH]cnc23)cc1	1.2548308	0.6274154	0.7446165	0.51021427	871.44666	31.430464	1161.2327	880.5434	42.4613	50.571648
CHEMBL3809900	Cc1ccc(NCc2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1	1.2548047	0.62740237	0.8109321	0.4438726	1077.6356	32.011555	1161.2327	1245.2881	42.4613	61.669037
CHEMBL62043	CN(C)c1ncnc2c1ncn2Cc1cc(Cl)cc(Cl)c1	1.2547841	0.62739205	0.6800464	0.5747378	866.6212	28.851917	1161.2327	979.7446	42.4613	36.590755
CHEMBL238949	[H]/N=C(\N)N/N=C/c1cc(Br)ccc1OCc1cccc(C(=O)OC)c1	1.2547538	0.6273769	0.7624392	0.4923147	1018.59705	33.018356	1161.2327	1193.3359	42.4613	57.624638
CHEMBL3621550	Cc1c(Cl)nc(C2CC2)nc1NCc1ccccc1	1.2547526	0.6273763	0.7800648	0.47468787	888.7638	28.852365	1161.2327	866.8772	42.4613	47.17282
CHEMBL4435464	Fc1ccc(Nc2nc(SCc3ccc(C(F)(F)F)cc3)nc3ccccc23)cc1	1.2547156	0.6273578	0.6885535	0.56616205	1046.5278	40.709137	1161.2327	1405.1885	42.4613	70.15152
CHEMBL132662	COc1cccc2cc(C(=O)O)n(Cc3ccc(Cl)c(Cl)c3)c12	1.2546858	0.6273429	0.7715658	0.48311993	971.2354	31.702026	1161.2327	1068.7876	42.4613	54.860096
CHEMBL3808883	Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)n(C)c(=O)c12	1.2546737	0.62733686	0.8360556	0.41861808	1119.3011	27.980904	1161.2327	1296.8564	42.4613	52.36073
CHEMBL1479804	CN(C)c1ccc(CNc2ncnc3sccc23)cc1	1.2546446	0.6273223	0.7925937	0.46205097	919.6963	25.49003	1161.2327	918.8264	42.4613	38.195866
CHEMBL3113233	Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Cl	1.2545716	0.6272858	0.6928468	0.5617248	900.10675	28.366484	1161.2327	1038.0166	42.4613	36.40409
CHEMBL419498	CC(C)c1ncc(Cc2ccccc2)nc1O	1.254504	0.627252	0.63737845	0.6171255	753.0198	33.937813	1161.2327	773.21985	42.4613	46.469887
CHEMBL1080998	COc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	1.2544769	0.62723845	0.76747453	0.48700234	910.6653	27.776932	1161.2327	936.0065	42.4613	42.352177
CHEMBL1903308	Cc1ccc(Cc2c(-c3ccco3)nc3ccc(Br)cn23)cc1	1.2544644	0.6272322	0.7563504	0.49811396	969.95807	32.76352	1161.2327	1091.1443	42.4613	56.077366
CHEMBL4862410	NC(=O)[C@H]1CN(Cc2ccccc2F)c2ccccc2O1	1.2544593	0.62722963	0.7686916	0.4857677	933.1315	27.4683	1161.2327	985.82056	42.4613	41.55316
CHEMBL3805678	COc1ccc(S(=O)(=O)N2CCC[C@@H](Cn3ccnc3)C2)c(OC)c1	1.2544377	0.62721884	0.82811815	0.42631948	1035.7146	23.446098	1161.2327	1125.1665	42.4613	35.981342
CHEMBL188796	Cc1ccc(S(=O)(=O)OCCc2scnc2C(=O)Nc2nccs2)cc1	1.2543768	0.6271884	0.70886254	0.5455142	961.2095	33.800587	1161.2327	1155.9653	42.4613	53.300247
CHEMBL1911702	N#Cc1c(O)nc(SCc2ccccc2Cl)c2ccccc12	1.2543716	0.6271858	0.6895097	0.5648619	883.93256	38.44569	1161.2327	1004.67255	42.4613	64.0465
CHEMBL1668573	CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(Cl)cc1	1.2543672	0.6271836	0.6916701	0.5626971	895.9653	32.16338	1161.2327	1030.0977	42.4613	46.861397
CHEMBL28573	CSc1c(Cl)nc(N2CCN(C)CC2)nc1NCc1ccccc1	1.2543035	0.6271517	0.730662	0.5236415	945.2018	28.395079	1161.2327	1077.593	42.4613	40.15996
CHEMBL402456	c1ccc(NCc2ccccn2)cc1	1.254303	0.6271515	0.6508147	0.6034882	709.8667	28.655079	1161.2327	639.3695	42.4613	33.676193
CHEMBL4856119	NC(=O)[C@H]1CN(Cc2ccccc2N)c2ccccc2O1	1.2542937	0.62714684	0.7689119	0.48538172	932.39905	27.453602	1161.2327	983.7877	42.4613	41.553154
CHEMBL458102	O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Sc1ccc(Cl)cc1Cl	1.2542583	0.62712914	0.7082408	0.54601747	958.03064	28.323887	1161.2327	1149.4885	42.4613	37.73618
CHEMBL2136078	Cc1cc(Br)cn2c(Cc3cccc(Cl)c3)c(-c3ccco3)nc12	1.2542484	0.6271242	0.75254774	0.50170064	983.67694	32.879505	1161.2327	1129.5732	42.4613	55.9543
CHEMBL4747973	Brc1cccc(CSc2ncnc3[nH]ccc23)c1	1.2542334	0.6271167	0.67621106	0.57802224	799.94495	32.31351	1161.2327	821.6935	42.4613	45.755783
CHEMBL3694802	CNc1nc(Nc2cc3c(cc2Cl)C(=O)N(C)C3)ncc1C(F)(F)F	1.2542248	0.6271124	0.6277015	0.6265233	904.25	29.759804	1161.2327	1183.5906	42.4613	34.79842
CHEMBL147138	COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC	1.2541742	0.6270871	0.75242484	0.5017494	940.051	27.76708	1161.2327	1028.1804	42.4613	40.646324
CHEMBL328295	O=[N+]([O-])c1ccc2ncnc(Nc3ccccc3)c2c1	1.2540776	0.6270388	0.7868062	0.4672713	932.9579	26.3832	1161.2327	957.4783	42.4613	40.38418
CHEMBL56353	C=Cc1cc(C(=O)OCC)n(S(=O)(=O)c2cc(Cl)ccc2N)c1	1.2540691	0.62703454	0.75374234	0.50032675	947.4046	29.50267	1161.2327	1043.1061	42.4613	46.008175
CHEMBL4798875	O=[N+]([O-])c1ccc(CSc2ncnc3[nH]cnc23)cc1	1.2540237	0.62701184	0.7395723	0.5144514	894.5646	28.423035	1161.2327	942.9021	42.4613	41.21095
CHEMBL1667897	O=C1CCc2cc(Nc3c(-c4ncccn4)oc4cnccc34)ccc21	1.254019	0.6270095	0.7920099	0.46200916	1076.5056	29.152502	1161.2327	1274.4802	42.4613	49.790607
CHEMBL2037485	N#CCNC(=O)[C@H]1CCCC[C@@H]1CSc1ccccc1	1.2539918	0.6269959	0.76336586	0.49062592	874.3522	31.067308	1161.2327	858.5103	42.4613	51.92779
CHEMBL354584	CCN(CC)c1cc(C)nc(N(CC)c2c(Cl)cc(OC)cc2Cl)n1	1.2539725	0.62698627	0.70079195	0.5531806	940.0236	26.351662	1161.2327	1120.1643	42.4613	31.526993
CHEMBL1092487	O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2C[C@@H]1c1nccs1	1.2537961	0.62689805	0.7470745	0.5067216	965.49927	30.356188	1161.2327	1096.6401	42.4613	47.80191
CHEMBL5408228	CC(=O)/C=C1\Sc2ccc(O)cc2N1Cc1cccc(Cl)c1	1.2537829	0.62689143	0.7211712	0.53261167	902.3894	31.326475	1161.2327	992.4399	42.4613	47.681908
CHEMBL4593934	COc1ccc(S(=O)(=O)Nc2cc(OC)c(Cl)cc2OC)cc1	1.2537737	0.62688684	0.761595	0.49217868	942.80835	27.30957	1161.2327	1019.5148	42.4613	40.33538
CHEMBL328106	COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC	1.2537563	0.62687814	0.7519954	0.50176096	938.1045	27.767508	1161.2327	1024.3589	42.4613	40.646324
CHEMBL249883	CC(=O)C1=NN2c3ccccc3OC[C@H]2[C@H]1c1ccccc1	1.2537384	0.6268692	0.71329963	0.5404387	922.51575	31.92469	1161.2327	1054.5906	42.4613	48.5352
CHEMBL551634	COc1ccccc1Sc1nc(Nc2cc(C)[nH]n2)c2ccccc2n1	1.2537117	0.62685585	0.71013206	0.5435796	990.97375	36.62058	1161.2327	1225.2192	42.4613	61.528584
CHEMBL592752	Cc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1	1.2536546	0.6268273	0.7688398	0.48481485	973.3343	34.12733	1161.2327	1078.0796	42.4613	62.05854
CHEMBL397434	c1ccc(CSc2ncnc3[nH]cnc23)cc1	1.2536471	0.62682354	0.703863	0.5497841	808.33386	31.622393	1161.2327	795.5261	42.4613	46.67893
CHEMBL1922213	CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)[C@H](C)O	1.253624	0.626812	0.72721684	0.5264072	1011.92114	33.875824	1161.2327	1242.187	42.4613	55.767414
CHEMBL1957861	Cc1c(Cn2c(C)c(C)n3c(=O)cc(N4CCOCC4)nc23)cccc1C(F)(F)F	1.2535911	0.62679553	0.75905484	0.49453622	1120.207	29.239126	1161.2327	1434.7664	42.4613	45.902164
CHEMBL4762127	Cc1c(O)c(=S)ccn1CCc1ccc(Cl)cc1	1.2535768	0.6267884	0.6705216	0.58305514	783.6733	30.686567	1161.2327	791.1923	42.4613	40.855915
CHEMBL254403	Cc1cccc(COC(=O)c2cccc(S)n2)c1	1.253552	0.626776	0.6246023	0.6289497	762.7594	34.597683	1161.2327	822.7188	42.4613	47.145046
CHEMBL1088413	O=C([C@@H]1CCCN1C(=O)OCc1ccccc1)N1CCOC1	1.253509	0.6267545	0.68623877	0.5672703	888.344	30.3492	1161.2327	1021.6229	42.4613	41.388317
CHEMBL244900	O=C1C(=O)N(Cc2ccc(Cl)cc2)c2c(Br)cc(Br)cc21	1.2534866	0.6267433	0.7158405	0.5376462	884.2027	31.249052	1161.2327	958.16504	42.4613	46.909714
CHEMBL4876733	Nc1nc(Cl)c2nc(S)n(Cc3cc(C(F)(F)F)ccc3Cl)c2n1	1.2534297	0.6267148	0.6856063	0.5678234	930.34515	30.056574	1161.2327	1126.0796	42.4613	40.528236
CHEMBL3264269	N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)OCc1ccc(Br)cc1	1.2534145	0.62670726	0.72672474	0.52668977	978.71747	30.295197	1161.2327	1164.2361	42.4613	45.353905
CHEMBL2324595	CC(C)n1nc([C@@H](F)c2cccc(Cl)c2Cl)c2c(N)ncnc21	1.2533832	0.6266916	0.72732973	0.52605337	939.92096	30.060009	1161.2327	1070.9783	42.4613	44.74122
CHEMBL1277750	O=S(=O)(c1ccc(Cl)cc1)c1n[nH]c2cccc(N3CCNCC3)c12	1.2533627	0.6266813	0.78788304	0.4654796	1023.0381	31.13151	1161.2327	1160.2698	42.4613	55.550713
CHEMBL244901	O=C1C(=O)N(Cc2ccc(Br)cc2)c2c(Br)cc(Br)cc21	1.2533619	0.62668097	0.715395	0.537967	882.2882	31.261179	1161.2327	954.3437	42.4613	46.909714
CHEMBL19131	Cn1c(N)nc2c1C(=O)N1CCN=C1N2Cc1ccc(Cl)cc1	1.2533383	0.62666917	0.6847172	0.5686212	924.0607	29.134401	1161.2327	1112.3792	42.4613	37.910027
CHEMBL3113234	Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1Br	1.2533116	0.6266558	0.69161934	0.5616923	897.48267	28.365437	1161.2327	1033.904	42.4613	36.404095
CHEMBL4757850	c1ccc(CNc2c(-c3ccccn3)nc3ccccn23)cc1	1.2532909	0.62664545	0.740903	0.5123878	964.7919	33.525085	1161.2327	1105.7429	42.4613	56.492905
CHEMBL3314336	Nc1ccccc1OCc1ccc(I)cc1	1.2531508	0.6265754	0.6987204	0.5544304	772.0902	30.43065	1161.2327	715.86346	42.4613	42.85568
CHEMBL5409945	CCOC(=O)COC(=O)Nc1cccc(C)c1C	1.2531455	0.6265727	0.70351785	0.54962766	811.1387	28.68683	1161.2327	802.8812	42.4613	38.41874
CHEMBL209041	O=C(c1cc2cc(Cl)ccc2o1)N1CCC[C@H]1CN1CCCC1	1.253122	0.626561	0.7592157	0.4939063	966.864	28.170595	1161.2327	1079.135	42.4613	42.745613
CHEMBL1388372	N#C/C(=C/c1ccc(-c2ccccc2)o1)c1nc(-c2cccs2)cs1	1.2531176	0.6265588	0.78371865	0.46939892	1021.49786	32.21384	1161.2327	1163.6638	42.4613	58.380394
CHEMBL3464640	CC[C@@H](NCc1cccc(Cl)c1)c1ccccc1OCC(=O)NC	1.2530996	0.6265498	0.7785041	0.47459546	974.0302	32.388847	1161.2327	1063.9539	42.4613	58.172714
CHEMBL5220308	Nc1nc(Cl)cc(-c2nn(C(F)(F)F)cc2Cc2ccccc2)n1	1.2530925	0.62654626	0.7451881	0.50790447	983.31757	29.57531	1161.2327	1141.6411	42.4613	45.344078
CHEMBL1437579	Oc1nc(S)nnc1Cc1ccc(Cl)c(Cl)c1	1.2530823	0.62654114	0.6959855	0.55709684	787.4162	30.827179	1161.2327	757.5523	42.4613	43.70128
CHEMBL4101727	Cc1ccc(C(=O)NO)cc1NCc1ccccc1	1.2530651	0.62653255	0.7395434	0.51352173	860.6189	33.982365	1161.2327	863.1028	42.4613	57.69619
CHEMBL5438955	Cc1cc(Nc2nc(NCc3ccc4c(c3)N(C)CCO4)nc3c2cnn3C2CCOCC2)n[nH]1	1.2530577	0.62652886	0.7240325	0.52902526	1196.3999	33.051678	1161.2327	1687.5791	42.4613	53.066936
CHEMBL4870476	Nc1nc(Cl)c2nc(O)n(Cc3ccc(F)c(Cl)c3)c2n1	1.2530122	0.6265061	0.7626398	0.4903723	931.3711	26.925648	1161.2327	991.3847	42.4613	39.372932
CHEMBL30619	c1ccc(CNc2nc(-c3cccnc3)nc3ccsc23)cc1	1.2529876	0.6264938	0.738332	0.51465565	953.64386	33.25088	1161.2327	1084.0305	42.4613	55.3976
CHEMBL151071	Nc1ncnc2c1nc(Br)n2Cc1ccccc1	1.2529098	0.6264549	0.69764084	0.55526894	826.8887	28.926384	1161.2327	850.9202	42.4613	38.559456
CHEMBL4474915	Clc1ccc(Nc2nc(Nc3cn[nH]c3)ncc2Cl)cc1	1.2528834	0.6264417	0.74246395	0.51041955	912.18176	27.966967	1161.2327	979.5364	42.4613	40.297783
CHEMBL1323422	CCOC(=O)c1cnc(SCc2ccccc2)nc1N	1.2527997	0.6263999	0.60589844	0.64690125	778.5576	33.95294	1161.2327	902.28894	42.4613	43.977154
CHEMBL4528523	CCOc1ccc(S(=O)(=O)Nc2cc(OC)c(Cl)cc2OC)cc1	1.2527993	0.62639964	0.7753275	0.47747177	970.1369	27.393597	1161.2327	1060.165	42.4613	42.304478
CHEMBL3410301	CCOC(=O)c1nc(N)nc2nn(CCc3ccccc3)cc12	1.2527763	0.62638813	0.7367651	0.5160112	952.4099	31.006426	1161.2327	1083.8687	42.4613	48.633797
CHEMBL4874547	NC(=O)[C@@H]1CN(Cc2ccccc2Br)c2ccccc2O1	1.2527602	0.6263801	0.68227637	0.5704838	864.2846	31.720604	1161.2327	969.8181	42.4613	44.862297
CHEMBL52197	COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	1.2527268	0.6263634	0.76565623	0.4870706	907.7436	27.779549	1161.2327	932.08685	42.4613	42.35218
CHEMBL132107	CC(C)Cc1nc(NCc2ccccc2)c2sccc2n1	1.252717	0.6263585	0.7643759	0.48834103	914.98785	31.771292	1161.2327	950.79425	42.4613	54.369637
CHEMBL4246069	Cc1ccc(Oc2nc(N)nc(Nc3ccc(F)cc3)n2)cc1	1.2526258	0.6263129	0.7094573	0.54316854	932.5697	33.524773	1161.2327	1085.8203	42.4613	52.784233
CHEMBL3780511	CO[P@@](=O)(c1ccc(C)c(C)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12	1.2525611	0.62628055	0.7887519	0.46380916	1008.385	34.4033	1161.2327	1125.6089	42.4613	66.11756
CHEMBL419025	Cc1cccc(Cc2cc(O)nc(SCC(C)C)n2)c1	1.2525574	0.6262787	0.757054	0.49550346	879.36816	32.57753	1161.2327	879.70154	42.4613	55.86255
CHEMBL522223	N#Cc1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1	1.2525434	0.6262717	0.69968295	0.55286044	909.1986	33.50235	1161.2327	1047.4097	42.4613	51.639256
CHEMBL4871944	CCc1cc(Nc2nc(N[C@@H](C)c3ccc(C)cc3)nc3cccc(F)c23)n[nH]1	1.2524807	0.6262404	0.72031695	0.53216374	1061.3986	39.985535	1161.2327	1373.6819	42.4613	72.66189
CHEMBL70559	CON(C)c1nc(Cc2c(Cl)cccc2Cl)nc(Nc2ccc(C#N)cc2)n1	1.2524753	0.62623763	0.67229426	0.58018106	983.9442	37.284767	1161.2327	1286.2734	42.4613	59.08749
CHEMBL4077088	CCNc1nc(NCc2ccc(OC)c(OC)c2)c2ccccc2n1	1.2524699	0.62623495	0.8253167	0.42715317	1050.0942	27.611586	1161.2327	1161.2146	42.4613	49.791233
CHEMBL522748	CCc1c(C)nc(N2C(=O)CS[C@H]2c2c(Cl)cccc2Cl)nc1C	1.2524186	0.6262093	0.6484209	0.60399777	887.372	33.826576	1161.2327	1094.6519	42.4613	47.369747
CHEMBL343971	CN1C(=O)c2cnn(Cc3ccccc3)c2N2C1=N[C@@H]1CCC[C@@H]12	1.2523993	0.62619966	0.7131889	0.53921044	973.6636	30.513315	1161.2327	1177.6562	42.4613	44.640896
CHEMBL4455542	Cc1ccc(COc2nc(C)c(C)n3cc([N+](=O)[O-])nc23)cc1	1.2523981	0.62619907	0.7127821	0.53961605	941.59296	30.41404	1161.2327	1101.3713	42.4613	44.315113
CHEMBL3325515	CCOC(=O)c1[nH]c2ccc(Cl)cc2c1[C@@H](OC)c1ccccc1	1.2523925	0.62619627	0.74051285	0.5118797	969.3626	34.36437	1161.2327	1117.1721	42.4613	59.03675
CHEMBL1173576	COCCNc1nc2c(S(=O)(=O)c3cc(C)ccc3C)nnn2c2ccsc12	1.2523897	0.62619483	0.71259534	0.5397944	1020.1339	36.482845	1161.2327	1290.4766	42.4613	61.608105
CHEMBL461992	CNc1nc(Nc2ccc(C#N)cc2)nc(Oc2ccc3ccccc3c2Cl)n1	1.252372	0.626186	0.7459635	0.5064086	1083.4684	38.374294	1161.2327	1374.6772	42.4613	71.690346
CHEMBL4459968	CO[C@@H](c1nc(NC(C)C)[nH]c(=O)c1C)c1c(Cl)cccc1Cl	1.2523577	0.62617886	0.7402438	0.5121139	937.10187	30.659079	1161.2327	1041.8059	42.4613	48.06547
CHEMBL253995	Fc1cccc(CCNC(=S)Nc2nccs2)c1	1.2523489	0.62617445	0.69442856	0.55792034	799.3963	27.518158	1161.2327	789.3205	42.4613	34.379597
CHEMBL3425566	COc1ccc([C@](C)(O)c2nc(C(Cl)(Cl)Cl)nc3ccccc23)cc1	1.2523483	0.62617415	0.8011295	0.45121875	1025.4908	30.047066	1161.2327	1144.3145	42.4613	54.176666
CHEMBL428921	O=C1C(=O)N(Cc2ccc(I)cc2)c2c(Br)cc(Br)cc21	1.2523481	0.62617403	0.7140176	0.53833044	879.92334	31.274906	1161.2327	951.04596	42.4613	46.909714
CHEMBL133748	O=C(O)c1cc2cccc(C(F)(F)F)c2n1Cc1ccc(Cl)c(Cl)c1	1.2523478	0.6261739	0.7892361	0.4631117	1033.9348	31.42746	1161.2327	1182.7471	42.4613	56.82767
CHEMBL1650744	C[P@@](=O)(c1ccccc1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12	1.2522894	0.6261447	0.76701593	0.48527348	933.71924	33.096264	1161.2327	989.8266	42.4613	58.836227
CHEMBL1682124	CSc1nc([N+](=O)[O-])cn1C[C@H](O)c1ccc(Cl)cc1Cl	1.2522438	0.6261219	0.7265503	0.5256934	881.48157	27.009136	1161.2327	933.4913	42.4613	35.925957
CHEMBL1485768	Fc1ccc(CNc2nc3ccccc3n3cnnc23)cc1	1.2522088	0.6261044	0.7561224	0.49608642	960.48956	30.462086	1161.2327	1069.54	42.4613	49.405586
CHEMBL1171084	N#Cc1ccc(Nc2nccc(Oc3ccc4cc(C#N)ccc4c3Br)n2)cc1	1.2521806	0.6260903	0.7201553	0.5320253	1060.22	38.738514	1161.2327	1371.1975	42.4613	69.0905
CHEMBL2111873	CC(C)n1cnc2c(NCc3ccccc3)nc(N[C@@H](C)CO)nc21	1.2521546	0.6260773	0.7390209	0.51313376	985.9861	31.557901	1161.2327	1158.9324	42.4613	50.596943
CHEMBL2337373	Nc1nc(Nc2ccccc2)c2c(n1)[nH]c1ccccc12	1.2521518	0.6260759	0.8110758	0.44107607	976.65826	30.785303	1161.2327	1019.57715	42.4613	58.119907
CHEMBL578781	FC(F)(F)c1ccc(Nc2noc3cccnc23)cc1	1.2520118	0.6260059	0.67407346	0.5779383	856.0445	28.177994	1161.2327	964.769	42.4613	34.472755
CHEMBL4639281	Cc1ccc(CNc2cnn(C)c(=O)c2Cl)cc1	1.2520108	0.6260054	0.7223122	0.5296986	828.8003	27.722734	1161.2327	814.99426	42.4613	37.598244
CHEMBL2430863	COc1cccc(COc2cccnc2Nc2nc(C)cs2)c1	1.2520022	0.6260011	0.7145346	0.53746766	925.48663	29.566303	1161.2327	1059.4839	42.4613	42.11539
CHEMBL471099	O=S(=O)(c1ccccc1Cl)n1c2c(c3ccccc31)CCNCC2	1.2520015	0.62600076	0.7974815	0.45452	1005.60913	32.719357	1161.2327	1105.3577	42.4613	62.24467
CHEMBL4645950	Nc1nc(N)c2nc(Cc3ccc(Cl)c(Cl)c3)cnc2n1	1.2520003	0.62600017	0.69231284	0.55968744	877.81775	31.154345	1161.2327	984.5346	42.4613	44.35687
CHEMBL22766	O=C[C@@H]1CSCN1C(=O)[C@@H]1CSCN1C(=O)OCc1ccccc1	1.2519197	0.6259599	0.67198265	0.57993704	899.59937	30.340704	1161.2327	1077.0908	42.4613	40.196648
CHEMBL3310790	C[C@@H](Sc1nc(O)c(C#N)c(C2CC2)n1)c1ccccc1	1.2518754	0.6259377	0.63009894	0.6217764	814.9348	36.737865	1161.2327	947.0464	42.4613	53.361893
CHEMBL207082	O=C/C=C/c1ccccc1OCc1cccc(Cl)c1	1.2518702	0.6259351	0.6986766	0.5531936	827.42236	34.37237	1161.2327	850.4606	42.4613	54.045506
CHEMBL260270	CC1CCN(C(=O)c2cccc(Oc3ccccc3Cl)n2)CC1	1.2518529	0.62592643	0.7209785	0.5308744	929.8083	32.02986	1161.2327	1058.2234	42.4613	49.902725
CHEMBL71298	N#Cc1ccc(Nc2nc(Cc3c(Cl)cccc3Cl)nc(N=[N+]=[N-])n2)cc1	1.2518322	0.6259161	0.6722282	0.57960397	970.77734	37.248806	1161.2327	1253.6633	42.4613	59.05347
